source_id,research_id,variant_index,variant_count,source_file,source_entry,variant_label,formula_or_construction,data_requirement,inventory_data_route,formula_audit_status,formula_audit_reason,static_reuse_evidence,semantic_class,include_in_j_baseline_if_submitted,future_information_check,static_duplicate_of,post_static_decision
CJ-G101-V01,CHANGJIANG-G101,1,1,长江__广义拥挤度__37项全量清单.md,高价每笔成交,高价每笔成交,\(Local_{high20\%}(V/N,,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G102-V01,CHANGJIANG-G102,1,1,长江__广义拥挤度__37项全量清单.md,价每笔相关性,价每笔相关性,"\(corr(Price,V/N)\)",,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G103-V01,CHANGJIANG-G103,1,5,长江__交易行情收益来源__34项全量清单.md,非流动性 \(mean(,非流动性_mean_abs_r_over_amount,非流动性 \(mean(,/A)\)；回归非流动性 `slope(log,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟收益和成交额齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G103-V02,CHANGJIANG-G103,2,5,长江__交易行情收益来源__34项全量清单.md,非流动性 \(mean(,回归非流动性_slope_log_abs_r_on_log_amount,非流动性 \(mean(,/A)\)；回归非流动性 `slope(log,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟收益和成交额齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G103-V03,CHANGJIANG-G103,3,5,长江__交易行情收益来源__34项全量清单.md,非流动性 \(mean(,每笔成交额,非流动性 \(mean(,/A)\)；回归非流动性 `slope(log,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,amount/deal_number 可直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G103-V04,CHANGJIANG-G103,4,5,长江__交易行情收益来源__34项全量清单.md,非流动性 \(mean(,每笔成交额分位数,非流动性 \(mean(,/A)\)；回归非流动性 `slope(log,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,报告给出 q15、q5 与 min 的确定表达式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G103-V05,CHANGJIANG-G103,5,5,长江__交易行情收益来源__34项全量清单.md,非流动性 \(mean(,成交量波峰,非流动性 \(mean(,/A)\)；回归非流动性 `slope(log,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,1σ 阈值和去连续规则已给出。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G104-V01,CHANGJIANG-G104,1,6,长江__交易行情收益来源__34项全量清单.md,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,每笔流出额占比,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,/V)\) 最高20%筛选）；量大每笔流出额占比；一致卖出占比（\((C-O)\) 与 \(0.95(H-L)\) 判方向）,UNCLASSIFIED,BLOCKED_PROXY_NOT_EQUIVALENT,需要主动流出方向。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PROXY_NOT_EQUIVALENT
CJ-G104-V02,CHANGJIANG-G104,2,6,长江__交易行情收益来源__34项全量清单.md,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,低量每笔成交,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,/V)\) 最高20%筛选）；量大每笔流出额占比；一致卖出占比（\((C-O)\) 与 \(0.95(H-L)\) 判方向）,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟量与成交笔数齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G104-V03,CHANGJIANG-G104,3,6,长江__交易行情收益来源__34项全量清单.md,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,高量每笔成交,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,/V)\) 最高20%筛选）；量大每笔流出额占比；一致卖出占比（\((C-O)\) 与 \(0.95(H-L)\) 判方向）,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟量与成交笔数齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G104-V04,CHANGJIANG-G104,4,6,长江__交易行情收益来源__34项全量清单.md,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,高密度每笔成交,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,/V)\) 最高20%筛选）；量大每笔流出额占比；一致卖出占比（\((C-O)\) 与 \(0.95(H-L)\) 判方向）,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,报告明确以 log(|r|/V) 最高20%筛选。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G104-V05,CHANGJIANG-G104,5,6,长江__交易行情收益来源__34项全量清单.md,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,量大每笔流出额占比,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,/V)\) 最高20%筛选）；量大每笔流出额占比；一致卖出占比（\((C-O)\) 与 \(0.95(H-L)\) 判方向）,UNCLASSIFIED,BLOCKED_PROXY_NOT_EQUIVALENT,需要主动流出与大单标识。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PROXY_NOT_EQUIVALENT
CJ-G104-V06,CHANGJIANG-G104,6,6,长江__交易行情收益来源__34项全量清单.md,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,一致卖出占比,每笔流出额占比；低量每笔成交；高量每笔成交；高密度每笔成交（以 \(\log(,/V)\) 最高20%筛选）；量大每笔流出额占比；一致卖出占比（\((C-O)\) 与 \(0.95(H-L)\) 判方向）,UNCLASSIFIED,BLOCKED_PROXY_NOT_EQUIVALENT,分钟 OHLC 只能做代理，不能等价逐笔卖出。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PROXY_NOT_EQUIVALENT
CJ-G105-V01,CHANGJIANG-G105,1,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,残差波动率,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_PLATFORM_FACTOR_DATA,缺少冻结的回归因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G105-V02,CHANGJIANG-G105,2,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,特异率,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_PLATFORM_FACTOR_DATA,缺少冻结的回归因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G105-V03,CHANGJIANG-G105,3,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,非流动性变异系数,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟 |r|/A 序列齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G105-V04,CHANGJIANG-G105,4,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,换手率波动率,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_TURNOVER_CONTRACT,缺少流通股本/自由流通股本口径。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TURNOVER_CONTRACT
CJ-G105-V05,CHANGJIANG-G105,5,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,换手率变异系数,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_TURNOVER_CONTRACT,缺少流通股本/自由流通股本口径。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TURNOVER_CONTRACT
CJ-G105-V06,CHANGJIANG-G105,6,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,成交占比熵,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟成交量占比可直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G105-V07,CHANGJIANG-G105,7,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,高价振幅,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟 OHLC 与价格分位齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G105-V08,CHANGJIANG-G105,8,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,残差峰度,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_PLATFORM_FACTOR_DATA,缺少冻结的回归因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G105-V09,CHANGJIANG-G105,9,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,收益偏度,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟收益序列齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G105-V10,CHANGJIANG-G105,10,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,左右概率差,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告未披露 VaR 分位点。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G105-V11,CHANGJIANG-G105,11,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,左右收益差,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告未披露尾部阈值。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G105-V12,CHANGJIANG-G105,12,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,极端收益,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告未披露极端收益阈值。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G105-V13,CHANGJIANG-G105,13,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,积分相对价格位置,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,TWAP、日高低价齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G105-V14,CHANGJIANG-G105,14,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,上下行波动占比,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,分钟正负收益平方和齐备。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G105-V15,CHANGJIANG-G105,15,15,长江__交易行情收益来源__34项全量清单.md,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,量大单买入强度,残差波动率；特异率；非流动性变异系数；换手率波动率；换手率变异系数；成交占比熵；高价振幅；残差峰度；收益偏度；左右概率差 `右VaR-左VaR`；左右收益差 `右尾均值-左尾均值`；极端收益；积分相对价格位置 \((TWAP-L)/(H-L)\)；上下行波动占比；量大单买入强度,普通价量 D；残差类 C；量大单买入 P,UNCLASSIFIED,BLOCKED_PROXY_NOT_EQUIVALENT,需要大小单与主动买入方向。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PROXY_NOT_EQUIVALENT
CJ-G106-V01,CHANGJIANG-G106,1,5,长江__交易行情收益来源__34项全量清单.md,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比 :: variant 01/05,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,D,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G106-V02,CHANGJIANG-G106,2,5,长江__交易行情收益来源__34项全量清单.md,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比 :: variant 02/05,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,D,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G034-V01,STATIC_DUPLICATE_OR_REUSE
CJ-G106-V03,CHANGJIANG-G106,3,5,长江__交易行情收益来源__34项全量清单.md,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比 :: variant 03/05,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,D,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G106-V04,CHANGJIANG-G106,4,5,长江__交易行情收益来源__34项全量清单.md,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比 :: variant 04/05,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,D,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G074-V01,STATIC_DUPLICATE_OR_REUSE
CJ-G106-V05,CHANGJIANG-G106,5,5,长江__交易行情收益来源__34项全量清单.md,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比 :: variant 05/05,量价秩相关性；成交量加权价格偏度；时量价比 `TWAP/VWAP`；高量交易成本；高价成交占比,D,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G067-V01,STATIC_DUPLICATE_OR_REUSE
CJ-G107-V01,CHANGJIANG-G107,1,2,长江__交易行情收益来源__34项全量清单.md,短期反转：每笔成交量后20%段对数收益和；每笔成交收益 Beta：`slope(r ~ 每笔成交额)`,短期反转：每笔成交量后20%段对数收益和；每笔成交收益 Beta：`slope(r ~ 每笔成交额)` :: variant 01/02,短期反转：每笔成交量后20%段对数收益和；每笔成交收益 Beta：`slope(r ~ 每笔成交额)`,D,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G107-V02,CHANGJIANG-G107,2,2,长江__交易行情收益来源__34项全量清单.md,短期反转：每笔成交量后20%段对数收益和；每笔成交收益 Beta：`slope(r ~ 每笔成交额)`,短期反转：每笔成交量后20%段对数收益和；每笔成交收益 Beta：`slope(r ~ 每笔成交额)` :: variant 02/02,短期反转：每笔成交量后20%段对数收益和；每笔成交收益 Beta：`slope(r ~ 每笔成交额)`,D,UNCLASSIFIED,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
